engager,target_user,timestamp,interaction,tweet,post_id
330639,88,1341161572,MT,Transparency builds trust,1580
376822,26486,1341161604,RT,Transmission shifts gears,1584
53393,88,1341161743,MT,Corruption undermines democracy,1593
140815,38790,1341161779,RT,Cold storage protects assets,1595
24215,50920,1341161857,MT,Checks and balances maintain order,1597
298237,16649,1341162219,MT,AI enhances data analysis,1627
110592,26486,1341162428,RT,Manual gearboxes engage drivers,1647
396290,50434,1341162703,RT,iPhone audio quality impresses,1657
25024,4,1341162742,MT,Action films thrill audiences,1659
22240,22240,1341162748,MT,Cities bustle with life,1661
162863,38790,1341162880,RT,Hot wallets are convenient,1668
77864,22240,1341163076,MT,Villages offer charm,1674
77864,22240,1341163076,RE,Road trips bring freedom,1675
447398,447398,1341163145,MT,Skateboarding is art in motion,1679
32780,65644,1341163150,RT,Spices turn a meal into an adventure,1681
443450,443450,1341163227,MT,Crypto portfolios require strategy,1686
443450,443450,1341163227,RE,Yield farming grows assets,1687
314759,26486,1341163237,RT,Automatic gearboxes offer convenience,1689
110262,110262,1341163387,MT,Comedy films spark laughter,1697
3933,84647,1341163652,RT,AI personalizes user experiences,1713
132436,88,1341163849,MT,Political ideologies guide choices,1721
236423,26486,1341164077,RT,All-wheel drive enhances traction,1746
211431,211431,1341164153,MT,iPhone video recording excels,1750
400736,400736,1341164188,MT,Horror movies evoke fear,1752
433477,433476,1341164608,RT,Sushi is an art form you can eat,1788
722,4,1341164728,MT,Sci-fi films explore possibilities,1793
124398,13603,1341164736,RT,Tokenomics drive ecosystems,1795
301422,88,1341164827,MT,Partisan politics create debate,1800
422689,43515,1341164922,RT,Crypto news moves markets,1810
134333,13821,1341165146,MT,iPhone photography features advance,1817
41378,88,1341165196,MT,Bipartisanship fosters compromise,1818
134333,13821,1341165381,MT,iPhone AI assists tasks,1826
371590,26486,1341165496,RT,Front-wheel drive provides efficiency,1837
312363,26486,1341165792,RT,Rear-wheel drive delivers dynamics,1854
318635,318636,1341166478,MT,Fantasy movies build worlds,1898
318635,318635,1341166478,MT,Mystery films create suspense,1899
3369,3369,1341166763,MT,Autonomous vehicles use AI,1913
387837,250519,1341166866,RT,Thrillers keep viewers on edge,1941
173412,3369,1341166878,MT,AI in healthcare diagnoses diseases,1957
277659,250519,1341166925,RT,Adventure movies ignite excitement,1990
390202,250519,1341166930,RT,War films depict courage,1992
243349,250519,1341166957,RT,Crime films unravel plots,2004
438896,3369,1341166986,MT,AI in finance detects fraud,2021
36705,250519,1341167000,RT,Musicals combine song and story,2026
305110,250519,1341167004,RT,Film scores enhance emotion,2030
190295,250519,1341167008,RT,Cinemas provide shared experiences,2032
74745,3369,1341167094,MT,AI in marketing predicts behavior,2057
176341,3369,1341167136,MT,AI in education customizes learning,2074
416773,250519,1341167140,RT,Streaming platforms bring access,2075
395980,250519,1341167150,RT,Movie nights create memories,2081
162536,250519,1341167157,RT,Film critics analyze works,2083
28539,510,1341167363,RT,AI in cybersecurity identifies threats,2135
318636,318635,1341167393,MT,Box office measures success,2144
318636,318635,1341167393,RE,Film franchises continue stories,2145
204230,250519,1341167437,RT,Sequels expand worlds,2156
362218,3369,1341167442,MT,AI models learn from data,2159
265531,3369,1341167466,MT,Supervised learning uses labeled data,2163
195518,3369,1341167505,MT,Unsupervised learning finds patterns,2172
429523,250519,1341167545,RT,Prequels explore origins,2192
331303,3369,1341167645,MT,Semi-supervised learning combines approaches,2217
191005,3369,1341167675,MT,AI adapts to new information,2227
347428,250519,1341167712,RT,Spin-offs focus on side stories,2234
234305,3369,1341167759,MT,AI improves efficiency,2247
398391,250519,1341167774,RT,Character arcs develop depth,2249
242724,250519,1341167784,RT,Plot twists surprise audiences,2253
191629,60350,1341167785,RT,Special effects wow viewers,2255
115889,52934,1341167807,RT,Milky Way visible from Earth,2258
28673,28673,1341167903,MT,Fuel efficiency saves money,2272
166454,9990,1341167917,RT,Galactic center hosts Sagittarius A*,2273
229230,3369,1341167921,MT,AI reduces human error,2277
65851,60350,1341167952,RT,CGI expands possibilities,2282
312498,3369,1341167964,MT,AI powers smart assistants,2284
356993,356993,1341167984,MT,Lobbying influences legislation,2287
153386,9990,1341167985,RT,Star density increases inward,2288
150704,250519,1341167987,RT,Practical effects add realism,2289
399551,3369,1341168076,MT,AI accelerates research,2297
342442,250519,1341168202,RT,Costume design defines style,2322
406739,250519,1341168269,RT,Set design creates immersion,2339
244191,250519,1341168282,RT,Makeup transforms actors,2344
384806,3369,1341168289,MT,AI in agriculture optimizes yield,2347
248527,250519,1341168344,RT,Lighting sets mood,2355
386384,3369,1341168358,MT,AI in logistics streamlines delivery,2358
303711,41382,1341168388,MT,Tacos are happiness folded in a tortilla,2362
294956,3369,1341168413,MT,AI in manufacturing increases productivity,2368
190284,41382,1341168413,RT,Pie is love baked into slices,2369
435205,250519,1341168420,RT,Camera angles influence perception,2370
373515,3369,1341168542,MT,AI simulations test scenarios,2388
295413,60350,1341168545,RT,Editing shapes narrative flow,2389
406373,250519,1341168555,RT,Sound design enriches experience,2390
167739,3369,1341168568,MT,AI in gaming enhances realism,2396
240547,3369,1341168614,MT,AI in entertainment personalizes content,2402
333973,250519,1341168710,RT,Voice acting conveys emotion,2414
4475,4475,1341168726,MT,Market caps reflect size,2419
53810,109267,1341168800,MT,Fresh herbs elevate any dish,2436
64367,84647,1341168804,MT,AI ethics guides responsible use,2437
290717,3369,1341168871,MT,AI biases require mitigation,2451
387719,3369,1341168916,MT,AI explainability builds trust,2460
424730,250519,1341168920,RT,Motion capture captures performance,2461
367706,41382,1341168927,RT,Smoothies are a sip of health,2465
112582,250519,1341169030,RT,Stunt choreography thrills viewers,2482
261145,3369,1341169089,MT,AI transparency ensures accountability,2485
5021,5021,1341169101,MT,Outer rim is sparse,2487
133017,50920,1341169103,RT,Political campaigns fund initiatives,2488
242386,242386,1341169300,MT,Climbing challenges body and mind,2513
242386,242386,1341169412,MT,Rowing is rhythm and power,2530
242386,242386,1341169415,MT,Wrestling is strength and technique,2532
196162,65644,1341169423,RT,Burgers are simple but never boring,2533
196162,41382,1341169435,RT,Pasta nights are the best nights,2538
350824,3369,1341169520,MT,AI in climate science models change,2546
347081,3369,1341169565,MT,AI for energy optimization saves resources,2552
293237,170623,1341169653,RT,Movie posters attract attention,2564
235296,250519,1341169845,RT,Trailers build anticipation,2581
286355,203705,1341169931,MT,iPhone Siri responds,2594
290304,290304,1341169957,MT,Trading pairs enable swaps,2601
411422,3369,1341170022,MT,AI enhances creativity,2608
202743,204110,1341170113,RT,AI supports decision-making,2621
346255,93032,1341170690,RT,AI in law aids analysis,2684
271257,88,1341170778,MT,Grassroots movements gain momentum,2693
81666,32641,1341170782,MT,Badminton is speed and agility,2695
81666,32641,1341170782,RE,Table tennis is quick reflexes and strategy,2696
137584,4,1341170821,MT,Film marketing engages fans,2700
405749,250519,1341170970,RT,Merchandising extends experience,2713
297624,88,1341171156,MT,Political activism sparks change,2731
131640,119769,1341171172,MT,Archery is patience and precision,2736
131640,119769,1341171172,RE,Fencing is duel and strategy,2737
22743,88,1341171185,MT,Civil discourse strengthens democracy,2738
119769,131640,1341171218,MT,Weightlifting is power and determination,2742
119769,131640,1341171218,RE,Cheerleading is energy and spirit,2743
67601,250519,1341171276,RT,Cultural impact shapes society,2750
81173,1296,1341171326,MT,Movies reflect social issues,2757
7185,38602,1341171331,MT,Galactic rotation curves mystery,2758
7185,38602,1341171331,RE,Milky Way is billions of years old,2759
38602,38602,1341171395,MT,Milky Way has billions of stars,2764
38602,7185,1341171395,MT,Sun is a Milky Way star,2765
125436,125436,1341171422,MT,Battery range limits EVs,2768
427276,250519,1341171439,RT,Films inspire change,2773
62883,4665,1341171774,RT,Crypto charts track trends,2802
106211,4665,1341171802,RT,FOMO drives buying,2805
315855,41382,1341171911,RT,Cheese makes everything better,2814
80858,6940,1341171999,RT,FUD drives selling,2832
40249,6940,1341172024,MT,HODL builds wealth,2839
40249,6940,1341172024,RE,Pump and dump are risky,2840
52322,1296,1341172049,MT,Cinema preserves history,2846
265408,6940,1341172058,RT,Crypto influencers shape opinion,2850
53613,6940,1341172072,RT,Regulations impact markets,2851
184039,6940,1341172077,RT,Crypto taxes must be tracked,2853
184039,6940,1341172087,MT,Decentralized exchanges are permissionless,2857
184039,6940,1341172087,RE,Centralized exchanges offer liquidity,2858
86903,63931,1341172187,MT,Media shapes political perception,2873
86903,63931,1341172187,RE,Political scandals affect trust,2874
58870,4,1341172226,MT,Film archives store heritage,2880
29919,6940,1341172279,RT,Crypto lending earns interest,2895
445427,250519,1341172282,RT,Classic films endure,2897
19535,6940,1341172298,RT,Margin trading increases risk,2902
80818,6940,1341172512,RT,Crypto derivatives hedge exposure,2930
265700,250519,1341172621,RT,Cult films gain devoted fans,2937
242626,250519,1341172659,RT,Indie films push boundaries,2940
452438,41382,1341172669,RT,Garlic bread is a universal language,2942
169614,65644,1341172867,RT,Fried chicken is comfort on a plate,2969
54028,6940,1341173157,RT,Stablecoins reduce volatility,2989
212363,3369,1341173199,MT,AI in HR streamlines recruitment,2998
124378,38790,1341173435,RT,Wrapped tokens bridge networks,3019
346234,6940,1341173505,RT,Cross-chain swaps connect blockchains,3026
118274,6940,1341173559,RT,Governance tokens enable voting,3027
108133,38790,1341173574,RT,DAO communities are decentralized,3030
82781,38790,1341173586,RT,Crypto airdrops reward users,3031
92221,3323,1341173740,RT,Token burns reduce supply,3047
52361,6940,1341173918,RT,Crypto forks create new chains,3074
139726,10819,1341173994,RT,Public opinion drives policy,3110
27916,1134,1341174026,RT,Lacrosse is speed and skill,3118
272693,63931,1341174032,RT,Referendums empower citizens,3119
87987,6940,1341174040,RT,Hard forks reset rules,3120
98639,98639,1341174149,MT,Nearby stars include Alpha Centauri,3147
86932,1134,1341174192,RT,Rugby is intensity and teamwork,3163
408157,1134,1341174340,RT,Cricket is patience and skill,3192
93601,6940,1341174521,RT,Soft forks tweak consensus,3227
5506,63931,1341174546,RT,Constitutional law governs nations,3233
226372,3369,1341174556,MT,AI in customer service improves satisfaction,3236
194952,1134,1341174588,RT,Horse riding is trust and balance,3239
417826,250519,1341174686,RT,Experimental cinema challenges norms,3252
292035,292035,1341174793,MT,Lemonade tastes like summer in a glass,3272
292035,292035,1341174793,RE,Breakfast is the most important love story of the day,3273
24821,6940,1341174849,RT,Proof of Work secures networks,3283
121801,121801,1341175000,MT,Bowling is precision and patience,3304
53302,6940,1341175045,RT,Proof of Stake saves energy,3310
93480,1134,1341175157,RT,Sailing is harnessing the wind,3321
141756,250519,1341175177,RT,Film genres diversify,3323
13578,88,1341175264,MT,Judicial decisions affect policies,3339
69642,10247,1341175322,RT,Cross-genre films innovate,3354
339266,250519,1341175355,RT,Remakes revisit classics,3364
178634,3369,1341175356,MT,AI frameworks simplify development,3367
272348,272349,1341175366,RT,Chocolate chip cookies are childhood memories,3369
219007,1134,1341175585,RT,Kayaking is rhythm and endurance,3399
93481,1134,1341175767,MT,Snowshoeing is winter exploration,3414
93481,1134,1341175767,RE,Skating is elegance on ice,3415
300607,3369,1341175996,MT,AI datasets require quality,3448
415380,250519,1341176064,RT,Reboots refresh stories,3457
83970,6940,1341176075,RT,Delegated staking empowers voters,3459
80163,1134,1341176088,RT,Triathlon is ultimate endurance test,3462
64965,64965,1341176369,MT,Adaptations translate literature,3492
32641,81666,1341176554,MT,Handball is fast and furious,3502
32641,81666,1341176554,RE,Diving is grace under pressure,3503
304001,250519,1341176607,RT,Comics inspire movies,3505
453007,3369,1341176692,MT,AI in finance manages risk,3514
224595,17527,1341176727,RT,Roasted vegetables have a magic flavor,3517
69034,69034,1341176918,MT,Ultimate frisbee is strategy and fun,3533
451267,3369,1341176925,MT,AI in healthcare predicts outcomes,3536
109994,3604,1341176995,RT,A good stew is a slow-cooked hug,3540
185993,63931,1341177055,RT,Executive orders guide action,3545
370877,3369,1341177219,MT,AI speech synthesis generates voices,3559
404928,404928,1341177278,MT,AI in IoT powers smart devices,3565
283284,250519,1341177332,RT,Video games become films,3571
250393,3369,1341177360,MT,AI enables predictive maintenance,3577
26092,27484,1341177407,RT,Rail journeys reveal landscapes,3586
419191,3369,1341177671,MT,AI in supply chain predicts demand,3604
385188,385188,1341177718,MT,Charging stations enable travel,3609
350234,12698,1341177963,RT,Orion Arm contains our system,3629
319006,250519,1341178070,RT,Fan films celebrate passion,3643
116633,116633,1341178192,MT,Validator nodes maintain chains,3662
44415,22419,1341178484,RT,Regenerative braking recovers energy,3694
82861,1321,1341178591,RT,Infotainment systems entertain passengers,3701
311706,250519,1341178656,RT,Short films condense storytelling,3708
369576,6940,1341178843,RT,Crypto memecoins are speculative,3722
208355,3369,1341178983,MT,AI in transportation optimizes routes,3736
4412,4412,1341179242,MT,Track cycling is speed and tactics,3748
28548,27484,1341179279,RT,Flights span continents,3752
331456,3369,1341179372,MT,AI in retail personalizes shopping,3761
437050,3369,1341179585,MT,AI in robotics enables autonomy,3776
124410,2156,1341179609,RT,Feature films immerse fully,3780
121586,63931,1341179792,RT,Legislative processes create laws,3789
46317,42559,1341180064,RT,Perseus Arm stretches far,3801
197061,197061,1341180140,MT,Scutum-Centaurus Arm massive,3805
80101,80101,1341180387,MT,AI in language translation bridges gaps,3821
431919,3369,1341180413,MT,AI in media personalizes recommendations,3825
197061,197061,1341180414,MT,Galactic bar spans center,3827
197061,197061,1341180414,RE,Milky Way merges with satellites,3828
197061,197061,1341180522,MT,Magellanic Clouds orbit us,3836
197061,197061,1341180522,RE,Andromeda will collide,3837
197061,197061,1341180580,MT,Milky Way motion measured,3840
197061,197061,1341180580,RE,Stellar populations differ,3841
197061,197061,1341180631,MT,Population I stars young,3845
197061,197061,1341180631,RE,Population II stars old,3846
175035,250519,1341180642,RT,Mini-series explore depth,3847
322885,43684,1341180652,RT,Rock climbing is challenge and thrill,3851
322885,43684,1341180655,RT,Paragliding is freedom above,3852
2325,23129,1341180729,RT,Streaming series reach audiences,3860
12891,12895,1341180853,MT,Population III stars first,3869
171049,250519,1341180968,RT,Box office hits dominate,3874
97871,97871,1341181070,MT,Bagels are the circle of breakfast,3879
80101,80101,1341181246,MT,AI in social media detects trends,3883
202648,202648,1341181558,MT,Touchscreens control functions,3898
202648,202648,1341181558,RE,GPS navigation guides routes,3899
274266,108920,1341182081,RT,iPhone accessibility supports users,3926
400258,3369,1341182088,MT,AI models require training,3929
22567,2415,1341182306,MT,Independent films shine,3934
27394,27394,1341182350,MT,White dwarfs abound,3936
132596,85386,1341182593,RT,Political endorsements influence elections,3950
82834,42,1341182799,MT,AI training needs computing power,3954
97385,15717,1341183345,MT,Smart cars connect to networks,3982
256774,43159,1341183381,RT,iPhone gestures navigate easily,3984
105041,4,1341183815,MT,Foreign films broaden perspective,4000
102461,57967,1341184398,RT,Neutron stars exist,4032
360504,112309,1341184785,MT,Pulsars emit beams,4051
360504,112309,1341184785,RE,Black hole jets,4052
286479,286479,1341184856,MT,AI evaluation measures performance,4057
77138,63931,1341185139,RT,Political debates highlight issues,4073
208279,208279,1341185343,MT,Donuts are happiness with a hole in the middle,4080
310224,1134,1341185453,RT,Bobsledding is adrenaline and speed,4084
388223,388223,1341185813,MT,Liquidity pools provide capital,4100
370986,63931,1341186031,RT,Campaign promises set expectations,4109
353475,250519,1341186184,RT,Subtitles enable understanding,4115
13405,13405,1341186494,MT,Curling is strategy and finesse,4127
15911,1262,1341186504,MT,AI testing ensures reliability,4128
15911,1262,1341186504,RE,AI in cybersecurity prevents attacks,4129
8633,27682,1341186559,RT,Interstellar magnetic fields,4136
47321,192870,1341186573,MT,Impermanent loss is a risk,4137
47321,192870,1341186573,RE,Crypto bridges link ecosystems,4138
18602,165,1341186784,MT,AI in surveillance enhances security,4150
423158,3369,1341186863,MT,AI decision support aids professionals,4157
195520,3369,1341186959,MT,AI in art generates creations,4160
284994,1134,1341187137,RT,Water polo is strength and endurance,4166
141253,23129,1341187161,RT,Dubbing localizes content,4167
405018,3369,1341187166,MT,AI in music composes tracks,4169
26757,1999,1341187417,MT,Cosmic rays travel,4181
26757,1999,1341187417,RE,Galactic winds blow,4182
196754,88,1341187467,MT,Political platforms outline goals,4183
59000,59000,1341187607,MT,Layer 1 chains are foundational,4191
98897,96291,1341187716,MT,Cruises sail seas,4196
98897,96291,1341187716,RE,Backpacking fosters discovery,4197
31271,31271,1341187761,MT,ADAS improves safety,4201
208279,208279,1341187934,MT,Homemade pizza beats delivery any day,4210
276653,3369,1341188098,MT,AI in movies enhances effects,4223
387729,387729,1341188114,MT,Luxury travel indulges comfort,4224
387729,387729,1341188143,MT,Budget travel stretches resources,4226
194076,85314,1341188333,RT,AI in education tutors students,4232
412299,3369,1341188418,MT,AI in games creates smarter NPCs,4237
67178,67178,1341188620,MT,Lane assist prevents drifting,4243
303589,303589,1341188693,MT,Political strategy drives success,4248
360751,3369,1341189498,MT,AI in finance predicts stock trends,4265
399419,3369,1341189508,MT,AI in healthcare suggests treatments,4267
42866,846,1341189664,RT,Star clusters form,4273
62809,1854,1341190299,RT,Political polling measures support,4298
175596,75485,1341190457,RT,Open clusters young,4304
17647,26620,1341190986,MT,Layer 2 chains scale solutions,4322
17647,26620,1341190986,RE,Sidechains extend functionality,4323
51886,2417,1341191069,MT,Film festivals celebrate artistry,4326
401878,3369,1341191405,MT,AI in law predicts case outcomes,4336
184727,5209,1341191466,RT,iPhone control center centralizes,4339
366288,250519,1341191469,RT,Awards recognize excellence,4340
333869,3369,1341191829,MT,AI in research accelerates discovery,4351
66891,67998,1341191842,MT,Widgets customize home screen,4352
29228,161755,1341191927,MT,Globular clusters ancient,4357
181576,51865,1341192059,RT,Adaptive cruise controls speed,4359
254599,88,1341192514,MT,Election campaigns engage voters,4364
228311,228311,1341192588,MT,iPhone notifications manage alerts,4369
29113,3369,1341193455,MT,AI in marketing targets campaigns,4391
55921,27682,1341193507,RT,Galactic bulge round,4395
105543,2681,1341193584,RT,Blockchain explorers track data,4401
81659,51865,1341193689,RT,Parking sensors aid maneuvering,4402
341757,341757,1341193891,MT,Crypto oracles provide real-world info,4406
238798,1134,1341193977,RT,Speed skating is precision and power,4408
395647,1134,1341194641,RT,Kickboxing is discipline and intensity,4422
38941,38941,1341194926,MT,Political speeches inspire audiences,4435
197061,197061,1341195035,MT,Disk thin and wide,4447
197061,197061,1341195035,RE,Halo spherical,4448
4690,81891,1341195229,RT,Decentralized apps solve problems,4456
